<DATE>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2019.12.15	0.98276	0.98465	0.97702	0.98256	130362	0	1
2019.12.22	0.98264	0.98310	0.97297	0.97469	85134	0	2
2019.12.29	0.97407	0.97594	0.96460	0.97237	113543	0	1
2020.01.05	0.96997	0.97617	0.96649	0.97279	191266	0	1
2020.01.12	0.97200	0.97364	0.96126	0.96762	150822	0	2
2020.01.19	0.96744	0.97286	0.96607	0.97101	149515	0	3
2020.01.26	0.97023	0.97663	0.96284	0.96326	156617	0	4
2020.02.02	0.96291	0.97807	0.96284	0.97754	190150	0	2
2020.02.09	0.97672	0.98219	0.97405	0.98209	180513	0	3
2020.02.16	0.98129	0.98479	0.97708	0.97818	148738	0	2
2020.02.23	0.97957	0.98151	0.96096	0.96531	319799	0	0
2020.03.01	0.96285	0.96546	0.93179	0.93744	355715	0	0
2020.03.08	0.93173	0.95690	0.91818	0.95122	616201	0	0
2020.03.15	0.94468	0.99004	0.93918	0.98548	892742	0	0
2020.03.22	0.98397	0.99004	0.95046	0.95063	754281	0	0
2020.03.29	0.95245	0.97957	0.95000	0.97637	474150	0	0
2020.04.05	0.97553	0.97971	0.96388	0.96500	335649	0	0
2020.04.12	0.96510	0.97240	0.95916	0.96698	500784	0	0
2020.04.19	0.96665	0.98026	0.96553	0.97294	465856	0	0
2020.04.26	0.97227	0.97998	0.95884	0.96109	321010	0	0
2020.05.03	0.96157	0.97842	0.95996	0.97089	236572	0	0
2020.05.10	0.97178	0.97552	0.96648	0.97189	221008	0	0
2020.05.17	0.97164	0.97606	0.96380	0.97105	182451	0	0
2020.05.24	0.97081	0.97361	0.96015	0.96111	221700	0	0
2020.05.31	0.96016	0.96504	0.95420	0.96222	286237	0	0
2020.06.07	0.96086	0.96391	0.93760	0.95190	274846	0	0
2020.06.14	0.95248	0.95468	0.94633	0.95240	252512	0	0
2020.06.21	0.95053	0.95268	0.94201	0.94821	181851	0	0
2020.06.28	0.94661	0.95325	0.94261	0.94442	155460	0	0
2020.07.05	0.94425	0.94530	0.93618	0.94130	148516	0	0
2020.07.12	0.94031	0.94675	0.93698	0.93872	148564	0	0
2020.07.19	0.93915	0.94099	0.92070	0.92078	171167	0	0
2020.07.26	0.91971	0.92298	0.90560	0.91380	225449	0	0
2020.08.02	0.91315	0.92418	0.90501	0.91247	210231	0	0
2020.08.09	0.91173	0.91976	0.90818	0.90912	188358	0	0
2020.08.16	0.90894	0.91614	0.90094	0.91174	188705	0	0
2020.08.23	0.91130	0.91278	0.90238	0.90405	212630	0	0
2020.08.30	0.90410	0.91632	0.89982	0.91329	221037	0	0
2020.09.06	0.91344	0.92002	0.90485	0.90884	174843	0	0
2020.09.13	0.90878	0.91395	0.90509	0.91124	167104	0	0
2020.09.20	0.91015	0.92961	0.90866	0.92888	182384	0	0
2020.09.27	0.92833	0.92950	0.91621	0.92053	187109	0	0
2020.10.04	0.91940	0.91998	0.90939	0.90963	134824	0	0
2020.10.11	0.91037	0.91625	0.90867	0.91488	125240	0	0
2020.10.18	0.91454	0.91651	0.90303	0.90408	126808	0	0
2020.10.25	0.90416	0.91725	0.90398	0.91667	145616	0	0
2020.11.01	0.91546	0.92074	0.89823	0.90028	189364	0	0
2020.11.08	0.89762	0.91917	0.89750	0.91261	210403	0	0
2020.11.15	0.91236	0.91514	0.90881	0.91090	172382	0	0
2020.11.22	0.91046	0.91479	0.90404	0.90451	171573	0	0
2020.11.29	0.90363	0.90928	0.88855	0.89188	246254	0	0
2020.12.06	0.88953	0.89467	0.88512	0.88958	295251	0	1
2020.12.13	0.88807	0.88957	0.88227	0.88316	267397	0	1
2020.12.20	0.88436	0.89193	0.88419	0.89135	246002	0	0
2020.12.27	0.88810	0.89188	0.87938	0.88522	222785	0	0
2021.01.03	0.88219	0.88848	0.87577	0.88531	407539	0	0
2021.01.10	0.88551	0.89204	0.88454	0.89135	325680	0	0
2021.01.17	0.88961	0.89258	0.88385	0.88515	227430	0	0
2021.01.24	0.88421	0.89187	0.88421	0.89084	195673	0	0
2021.01.31	0.88893	0.90458	0.88893	0.89897	201945	0	0
2021.02.07	0.89829	0.90197	0.88903	0.89190	191488	0	0
2021.02.14	0.89040	0.89955	0.88710	0.89654	222327	0	1
2021.02.21	0.89606	0.91019	0.89485	0.90861	345911	0	0
2021.02.28	0.90823	0.93189	0.90708	0.93123	281451	0	1
2021.03.07	0.92814	0.93755	0.92326	0.92910	300684	0	0
2021.03.14	0.92874	0.93199	0.92135	0.92916	256435	0	0
2021.03.21	0.92910	0.94180	0.92227	0.93876	173150	0	0
2021.03.28	0.93808	0.94727	0.93703	0.94204	175190	0	0
2021.04.04	0.94169	0.94385	0.92312	0.92451	172577	0	0
2021.04.11	0.92418	0.92685	0.91792	0.91983	162948	0	0
2021.04.18	0.91889	0.92149	0.91277	0.91360	139505	0	0
2021.04.25	0.91302	0.91817	0.90791	0.91302	150037	0	0
2021.05.02	0.91188	0.91643	0.90038	0.90048	151954	0	0
2021.05.09	0.90032	0.90939	0.89856	0.90156	174034	0	0
2021.05.16	0.90102	0.90476	0.89537	0.89767	159086	0	0
2021.05.23	0.89771	0.90298	0.89308	0.90013	188986	0	0
2021.05.30	0.89884	0.90539	0.89470	0.89912	155399	0	0
2021.06.06	0.89876	0.90101	0.89261	0.89807	162660	0	0
2021.06.13	0.89784	0.92387	0.89653	0.92331	208775	0	0
2021.06.20	0.92018	0.92372	0.91424	0.91676	216303	0	1
2021.06.27	0.91684	0.92748	0.91660	0.92064	217632	0	1
2021.07.04	0.91999	0.92677	0.91335	0.91373	211305	0	1
2021.07.11	0.91352	0.92035	0.91176	0.91942	188258	0	1
2021.07.18	0.91798	0.92325	0.91549	0.91971	196133	0	1
2021.07.25	0.91854	0.92024	0.90390	0.90506	182181	0	1
2021.08.01	0.90439	0.91560	0.90183	0.91499	154705	0	1
2021.08.08	0.91364	0.92421	0.91349	0.91523	128138	0	1
2021.08.15	0.91494	0.92067	0.90994	0.91689	143626	0	1
2021.08.22	0.91594	0.91997	0.91061	0.91105	150969	0	1
2021.08.29	0.91084	0.91891	0.91009	0.91393	158772	0	1
2021.09.05	0.91229	0.92348	0.91184	0.91811	163314	0	1
2021.09.12	0.91747	0.93246	0.91635	0.93221	165824	0	0
2021.09.19	0.93144	0.93330	0.92151	0.92433	176182	0	0
2021.09.26	0.92344	0.93683	0.92344	0.93043	211705	0	0
2021.10.03	0.93040	0.93111	0.92304	0.92710	170637	0	0
2021.10.10	0.92612	0.93132	0.91945	0.92301	164810	0	0
2021.10.17	0.92294	0.92732	0.91509	0.91600	187171	0	0
2021.10.24	0.91514	0.92263	0.91024	0.91506	212984	0	0
2021.10.31	0.91482	0.91750	0.90871	0.91209	196882	0	0
2021.11.07	0.91174	0.92378	0.91015	0.92112	210328	0	0
2021.11.14	0.92014	0.93297	0.91869	0.92883	233411	0	0
2021.11.21	0.92764	0.93737	0.92113	0.92440	265904	0	0
2021.11.28	0.92209	0.92729	0.91574	0.91789	278376	0	0
2021.12.05	0.91719	0.92753	0.91692	0.92061	199782	0	0
2021.12.12	0.92099	0.92941	0.91746	0.92413	202750	0	0
2021.12.19	0.92384	0.92541	0.91663	0.91833	180538	0	0
2021.12.26	0.91743	0.92014	0.91022	0.91218	128013	0	0
2022.01.02	0.91106	0.92323	0.90981	0.91837	172593	0	0
2022.01.09	0.91794	0.92778	0.90912	0.91377	202932	0	0
2022.01.16	0.91219	0.91810	0.91076	0.91197	192722	0	0
2022.01.23	0.91084	0.93376	0.91084	0.93098	254625	0	0
2022.01.30	0.93033	0.93427	0.91771	0.92546	264334	0	0
2022.02.06	0.92372	0.92967	0.92216	0.92421	233223	0	0
2022.02.13	0.92406	0.92740	0.91881	0.92116	253601	0	0
2022.02.20	0.91997	0.92891	0.91502	0.92533	295644	0	0
2022.02.27	0.92537	0.92772	0.91500	0.91684	324485	0	0
2022.03.06	0.91642	0.93499	0.91642	0.93482	339292	0	0
2022.03.13	0.93341	0.94601	0.93139	0.93161	257187	0	0
2022.03.20	0.93144	0.93757	0.92600	0.93033	232855	0	0
2022.03.27	0.92942	0.93812	0.91951	0.92560	322934	0	0
2022.04.03	0.92519	0.93737	0.92374	0.93405	225211	0	0
2022.04.10	0.93100	0.94431	0.92868	0.94304	252375	0	0
2022.04.17	0.94164	0.95931	0.94113	0.95660	265766	0	0
2022.04.24	0.95751	0.97593	0.95470	0.97335	328564	0	0
2022.05.01	0.96925	0.98925	0.96921	0.98845	245080	0	0
2022.05.08	0.98663	1.00493	0.98591	1.00199	323939	0	0
2022.05.15	1.00051	1.00646	0.96942	0.97450	294978	0	0
2022.05.22	0.97318	0.97525	0.95449	0.95716	305334	0	0
2022.05.29	0.95499	0.96590	0.95492	0.96277	287243	0	0
2022.06.05	0.96089	0.98983	0.96055	0.98723	297492	0	0
2022.06.12	0.98687	1.00493	0.96195	0.96958	609658	0	0
2022.06.19	0.97034	0.97113	0.95215	0.95849	491809	0	0
2022.06.26	0.95697	0.96418	0.94950	0.95958	506302	0	0
2022.07.03	0.95894	0.97972	0.95609	0.97641	493065	0	0
2022.07.10	0.97587	0.98862	0.97559	0.97639	564371	0	0
2022.07.17	0.97523	0.97902	0.95999	0.96104	525583	0	0
2022.07.24	0.96251	0.96676	0.95018	0.95124	417010	0	0
2022.07.31	0.95053	0.96517	0.94697	0.96170	396908	0	0
2022.08.07	0.96006	0.96348	0.93708	0.94130	314778	0	0
2022.08.14	0.94049	0.95983	0.94004	0.95878	326904	0	0
2022.08.21	0.95704	0.96925	0.95704	0.96580	354228	0	0
2022.08.28	0.96439	0.98610	0.96439	0.98115	377098	0	0
2022.09.04	0.98139	0.98695	0.95473	0.96051	413618	0	0
2022.09.11	0.95895	0.96613	0.94796	0.96429	364623	0	0
2022.09.18	0.96214	0.98504	0.96201	0.98125	406410	0	0
2022.09.25	0.98244	0.99657	0.97326	0.98716	635974	0	0
2022.10.02	0.98414	0.99535	0.97808	0.99442	477751	0	0
2022.10.09	0.99294	1.00737	0.99158	1.00541	519326	0	0
2022.10.16	1.00457	1.01479	0.99189	0.99782	523463	0	0
2022.10.23	0.99545	1.00318	0.98414	0.99602	540209	0	0
2022.10.30	0.99533	1.01476	0.99105	0.99429	559713	0	0
2022.11.06	0.99821	0.99849	0.93974	0.94111	497895	0	0
2022.11.13	0.94110	0.95576	0.93562	0.95461	483137	0	0
2022.11.20	0.95329	0.95986	0.93873	0.94443	348028	0	0
2022.11.27	0.94539	0.95476	0.93265	0.93672	410715	0	0
2022.12.04	0.93785	0.94561	0.93123	0.93436	299551	0	0
2022.12.11	0.93261	0.93798	0.92158	0.93391	328406	0	0
2022.12.18	0.93296	0.93472	0.92265	0.93283	286826	0	0
2022.12.25	0.93292	0.93309	0.92002	0.92461	192070	0	0
2023.01.01	0.92412	0.94086	0.92194	0.92797	302006	0	0
2023.01.08	0.92545	0.93623	0.91669	0.92622	315567	0	0
2023.01.15	0.92509	0.92884	0.90852	0.92018	316025	0	0
2023.01.22	0.91804	0.92796	0.91585	0.92096	253026	0	0
2023.01.29	0.92011	0.92883	0.90587	0.92610	323093	0	0
2023.02.05	0.92738	0.92909	0.91607	0.92366	404726	0	0
2023.02.12	0.92255	0.93322	0.91371	0.92413	418267	0	0
2023.02.19	0.92444	0.94122	0.92204	0.94097	341013	0	0
2023.02.26	0.93951	0.94403	0.93411	0.93617	267397	0	0
2023.03.05	0.93581	0.94385	0.91746	0.92125	313435	0	0
2023.03.12	0.91765	0.93393	0.90714	0.92607	667927	0	0
2023.03.19	0.92515	0.93170	0.91193	0.91977	442899	0	0
2023.03.26	0.91615	0.92233	0.91095	0.91514	332744	0	0
2023.04.02	0.91550	0.91965	0.90070	0.90509	284112	0	0
2023.04.09	0.90378	0.91206	0.88596	0.89385	242432	0	0
2023.04.16	0.89397	0.90030	0.89077	0.89208	271778	0	0
2023.04.23	0.89190	0.89764	0.88520	0.89455	295699	0	0
2023.04.30	0.89128	0.89951	0.88199	0.89053	322886	0	0
2023.05.07	0.88876	0.89873	0.88678	0.89818	252783	0	0
2023.05.14	0.89560	0.90628	0.89197	0.89927	244723	0	0
2023.05.21	0.89843	0.90745	0.89410	0.90490	264460	0	0
2023.05.28	0.90427	0.91476	0.90144	0.90895	251464	0	0
2023.06.04	0.90776	0.91197	0.89836	0.90288	245991	0	0
2023.06.11	0.90151	0.91093	0.89018	0.89373	265700	0	0
2023.06.18	0.89350	0.90132	0.89068	0.89683	294146	0	0
2023.06.25	0.89700	0.90166	0.89119	0.89505	303047	0	0
2023.07.02	0.89420	0.90043	0.88753	0.88906	260277	0	0
2023.07.09	0.89000	0.89179	0.85661	0.86210	245153	0	0
2023.07.16	0.86080	0.86839	0.85549	0.86565	238136	0	0
2023.07.23	0.86520	0.87364	0.85522	0.87026	342136	0	0
2023.07.30	0.86744	0.88057	0.86652	0.87266	285905	0	0
2023.08.06	0.87031	0.87828	0.86899	0.87613	229837	0	0
2023.08.13	0.87444	0.88277	0.87424	0.88215	269099	0	0
2023.08.20	0.88093	0.88762	0.87596	0.88435	254773	0	0
2023.08.27	0.88350	0.88636	0.87448	0.88563	265000	0	0
2023.09.03	0.88509	0.89448	0.88252	0.89285	186950	0	0
2023.09.10	0.89160	0.89774	0.88931	0.89730	216134	0	0
2023.09.17	0.89464	0.90785	0.89316	0.90680	214508	0	0
2023.09.24	0.90491	0.92251	0.90457	0.91492	234062	0	0
2023.10.01	0.91347	0.92447	0.90728	0.90957	318996	0	0
2023.10.08	0.90776	0.91236	0.89868	0.90225	312169	0	0
2023.10.15	0.89998	0.90424	0.89023	0.89221	313365	0	0
2023.10.22	0.88998	0.90346	0.88881	0.90238	285790	0	0
2023.10.29	0.90112	0.91059	0.90062	0.90973	108899	0	0
