<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2009.01.22	04:00:00	1.15430	1.15950	1.15380	1.15790	2541	0	40
2009.01.22	08:00:00	1.15800	1.15910	1.15270	1.15580	4637	0	40
2009.01.22	12:00:00	1.15590	1.15840	1.15260	1.15370	4696	0	40
2009.01.22	16:00:00	1.15380	1.15660	1.15130	1.15490	4947	0	40
2009.01.22	20:00:00	1.15480	1.15730	1.15080	1.15320	3614	0	40
2009.01.23	00:00:00	1.15240	1.15780	1.15190	1.15680	1270	0	40
2009.01.23	04:00:00	1.15670	1.15910	1.15550	1.15690	1719	0	40
2009.01.23	08:00:00	1.15680	1.16820	1.15530	1.16400	4899	0	40
2009.01.23	12:00:00	1.16390	1.17070	1.16370	1.16990	4865	0	40
2009.01.23	16:00:00	1.17000	1.17140	1.15310	1.15330	5194	0	40
2009.01.23	20:00:00	1.15340	1.15810	1.15300	1.15400	2556	0	40
2009.01.26	00:00:00	1.15630	1.16360	1.15630	1.16260	2378	0	40
2009.01.26	04:00:00	1.16270	1.16360	1.15940	1.16050	1591	0	40
2009.01.26	08:00:00	1.16040	1.16420	1.15660	1.15980	3961	0	40
2009.01.26	12:00:00	1.15990	1.16210	1.14530	1.14650	4815	0	40
2009.01.26	16:00:00	1.14660	1.14710	1.13970	1.14070	4753	0	40
2009.01.26	20:00:00	1.14060	1.14220	1.13280	1.13490	2920	0	40
2009.01.27	00:00:00	1.13480	1.14190	1.13410	1.13410	1784	0	40
2009.01.27	04:00:00	1.13420	1.13950	1.13340	1.13890	2521	0	40
2009.01.27	08:00:00	1.13900	1.13960	1.13130	1.13720	5391	0	40
2009.01.27	12:00:00	1.13730	1.14150	1.13480	1.13790	4880	0	40
2009.01.27	16:00:00	1.13800	1.14340	1.13700	1.13780	4888	0	40
2009.01.27	20:00:00	1.13770	1.14320	1.13500	1.14140	2813	0	40
2009.01.28	00:00:00	1.14130	1.14200	1.13660	1.13700	2039	0	40
2009.01.28	04:00:00	1.13710	1.14010	1.13650	1.13900	2070	0	40
2009.01.28	08:00:00	1.13890	1.14390	1.13290	1.14270	5599	0	40
2009.01.28	12:00:00	1.14280	1.14370	1.13780	1.14310	5441	0	40
2009.01.28	16:00:00	1.14300	1.14730	1.14140	1.14720	5098	0	40
2009.01.28	20:00:00	1.14710	1.15640	1.14280	1.15260	4198	0	40
2009.01.29	00:00:00	1.15280	1.15540	1.15120	1.15540	1796	0	40
2009.01.29	04:00:00	1.15530	1.15720	1.15260	1.15550	2155	0	40
2009.01.29	08:00:00	1.15540	1.15790	1.15200	1.15260	4855	0	40
2009.01.29	12:00:00	1.15250	1.15300	1.14250	1.14390	5164	0	40
2009.01.29	16:00:00	1.14400	1.15330	1.14060	1.15090	5445	0	40
2009.01.29	20:00:00	1.15100	1.15470	1.15010	1.15440	2167	0	40
2009.01.30	00:00:00	1.15430	1.15630	1.15170	1.15420	1701	0	40
2009.01.30	04:00:00	1.15430	1.15560	1.15150	1.15350	1675	0	40
2009.01.30	08:00:00	1.15340	1.15840	1.15330	1.15510	4779	0	40
2009.01.30	12:00:00	1.15520	1.16580	1.15460	1.15920	6435	0	40
2009.01.30	16:00:00	1.15940	1.16470	1.15760	1.15900	5604	0	40
2009.01.30	20:00:00	1.15910	1.16290	1.15860	1.16170	2169	0	40
2009.02.02	00:00:00	1.16360	1.16680	1.16100	1.16670	2276	0	40
2009.02.02	04:00:00	1.16660	1.16720	1.16330	1.16710	1420	0	40
2009.02.02	08:00:00	1.16720	1.16830	1.16280	1.16700	4576	0	40
2009.02.02	12:00:00	1.16710	1.16710	1.16000	1.16360	4711	0	40
2009.02.02	16:00:00	1.16350	1.16500	1.15760	1.15920	3444	0	40
2009.02.02	20:00:00	1.15930	1.16330	1.15880	1.16250	1867	0	40
2009.02.03	00:00:00	1.16240	1.16260	1.15820	1.16150	1812	0	40
2009.02.03	04:00:00	1.16160	1.16350	1.15830	1.16300	2031	0	40
2009.02.03	08:00:00	1.16310	1.16650	1.15910	1.16120	4187	0	40
2009.02.03	12:00:00	1.16130	1.16240	1.14720	1.14960	6062	0	40
2009.02.03	16:00:00	1.14980	1.14990	1.13990	1.14710	4651	0	40
2009.02.03	20:00:00	1.14700	1.14710	1.14010	1.14420	2848	0	40
2009.02.04	00:00:00	1.14430	1.14790	1.14170	1.14410	2036	0	40
2009.02.04	04:00:00	1.14420	1.14710	1.14100	1.14320	1998	0	40
2009.02.04	08:00:00	1.14330	1.15460	1.14170	1.15280	4651	0	40
2009.02.04	12:00:00	1.15290	1.16350	1.15250	1.15860	5776	0	40
2009.02.04	16:00:00	1.15850	1.16110	1.15460	1.16020	4731	0	40
2009.02.04	20:00:00	1.16030	1.16210	1.15720	1.15960	2393	0	40
2009.02.05	00:00:00	1.15970	1.16210	1.15740	1.16090	1631	0	40
2009.02.05	04:00:00	1.16100	1.16130	1.15830	1.16010	1387	0	40
2009.02.05	08:00:00	1.16020	1.16420	1.15710	1.16140	3888	0	40
2009.02.05	12:00:00	1.16150	1.16680	1.15740	1.16500	5677	0	40
2009.02.05	16:00:00	1.16510	1.16980	1.16100	1.16790	4555	0	40
2009.02.05	20:00:00	1.16800	1.17270	1.16740	1.17200	2030	0	40
2009.02.06	00:00:00	1.17190	1.17390	1.16990	1.17390	1100	0	40
2009.02.06	04:00:00	1.17380	1.17390	1.17100	1.17170	1193	0	40
2009.02.06	08:00:00	1.17160	1.17340	1.16760	1.17290	3834	0	40
2009.02.06	12:00:00	1.17280	1.17420	1.16650	1.16890	5551	0	40
2009.02.06	16:00:00	1.16900	1.17100	1.15910	1.15930	4209	0	40
2009.02.06	20:00:00	1.15940	1.16470	1.15930	1.16210	2029	0	40
2009.02.09	00:00:00	1.15985	1.16310	1.15840	1.16277	3589	0	40
2009.02.09	04:00:00	1.16285	1.16456	1.15920	1.16275	4227	0	40
2009.02.09	08:00:00	1.16265	1.16770	1.16130	1.16367	7473	0	40
2009.02.09	12:00:00	1.16370	1.16398	1.15010	1.15290	9552	0	40
2009.02.09	16:00:00	1.15300	1.16130	1.15260	1.15950	4818	0	40
2009.02.09	20:00:00	1.15960	1.16475	1.15950	1.16415	1910	0	40
2009.02.10	00:00:00	1.16405	1.17505	1.16375	1.17375	4667	0	40
2009.02.10	04:00:00	1.17365	1.17785	1.17075	1.17370	2553	0	40
2009.02.10	08:00:00	1.17372	1.17405	1.15990	1.16040	6028	0	40
2009.02.10	12:00:00	1.16030	1.16250	1.15810	1.15860	4813	0	40
2009.02.10	16:00:00	1.15840	1.15885	1.15030	1.15645	8065	0	40
2009.02.10	20:00:00	1.15655	1.16205	1.15535	1.15600	2413	0	40
2009.02.11	00:00:00	1.15590	1.16215	1.15470	1.16035	1808	0	40
2009.02.11	04:00:00	1.16025	1.16095	1.15505	1.15565	1699	0	40
2009.02.11	08:00:00	1.15575	1.15930	1.15090	1.15360	5851	0	40
2009.02.11	12:00:00	1.15370	1.15910	1.15270	1.15690	6737	0	40
2009.02.11	16:00:00	1.15700	1.16310	1.15670	1.16190	5455	0	40
2009.02.11	20:00:00	1.16180	1.16210	1.15770	1.15985	1668	0	40
2009.02.12	00:00:00	1.15975	1.16095	1.15585	1.15795	1692	0	40
2009.02.12	04:00:00	1.15805	1.16015	1.15790	1.15845	1762	0	40
2009.02.12	08:00:00	1.15855	1.16620	1.15685	1.16450	4866	0	40
2009.02.12	12:00:00	1.16440	1.17090	1.15735	1.17000	6611	0	40
2009.02.12	16:00:00	1.16990	1.17130	1.16090	1.16280	5893	0	40
2009.02.12	20:00:00	1.16290	1.16770	1.15875	1.16035	2658	0	40
2009.02.13	00:00:00	1.16045	1.16295	1.15985	1.16085	1577	0	40
2009.02.13	04:00:00	1.16075	1.16095	1.15615	1.15855	1702	0	40
2009.02.13	08:00:00	1.15865	1.16210	1.15660	1.15980	4401	0	40
2009.02.13	12:00:00	1.16020	1.16590	1.15960	1.16330	5444	0	40
2009.02.13	16:00:00	1.16320	1.16340	1.15590	1.15740	4890	0	40
2009.02.13	20:00:00	1.15750	1.16225	1.15740	1.16055	920	0	40
2009.02.16	00:00:00	1.16350	1.16665	1.16125	1.16625	2082	0	40
2009.02.16	04:00:00	1.16630	1.16965	1.16480	1.16845	1683	0	40
2009.02.16	08:00:00	1.16835	1.17040	1.16630	1.16770	4060	0	40
2009.02.16	12:00:00	1.16760	1.16960	1.15780	1.15920	3361	0	40
2009.02.16	16:00:00	1.15910	1.16390	1.15810	1.16135	2431	0	40
2009.02.16	20:00:00	1.16137	1.16235	1.15877	1.16010	1724	0	40
2009.02.17	00:00:00	1.16040	1.17418	1.15954	1.17362	4896	0	40
2009.02.17	04:00:00	1.17361	1.17505	1.17170	1.17425	2759	0	40
2009.02.17	08:00:00	1.17415	1.17775	1.16665	1.16930	5693	0	40
2009.02.17	12:00:00	1.16940	1.17740	1.16850	1.17440	5904	0	40
2009.02.17	16:00:00	1.17450	1.17720	1.17160	1.17200	4828	0	40
2009.02.17	20:00:00	1.17190	1.17290	1.16710	1.16970	2390	0	40
2009.02.18	00:00:00	1.16980	1.17095	1.16660	1.16835	3933	0	40
2009.02.18	04:00:00	1.16841	1.17010	1.16495	1.16635	3167	0	40
2009.02.18	08:00:00	1.16625	1.17610	1.16545	1.17360	4843	0	40
2009.02.18	12:00:00	1.17350	1.17750	1.17080	1.17660	4946	0	40
2009.02.18	16:00:00	1.17670	1.18250	1.17440	1.17680	4869	0	40
2009.02.18	20:00:00	1.17690	1.17865	1.17480	1.17527	2003	0	40
2009.02.19	00:00:00	1.17530	1.17665	1.17265	1.17395	3138	0	40
2009.02.19	04:00:00	1.17396	1.17515	1.17255	1.17512	3586	0	40
2009.02.19	08:00:00	1.17513	1.17970	1.17380	1.17610	6536	0	40
2009.02.19	12:00:00	1.17620	1.17800	1.17010	1.17120	4678	0	40
2009.02.19	16:00:00	1.17110	1.17560	1.17050	1.17360	4259	0	40
2009.02.19	20:00:00	1.17340	1.17550	1.17200	1.17210	2006	0	40
2009.02.20	00:00:00	1.17220	1.17825	1.17210	1.17775	1350	0	40
2009.02.20	04:00:00	1.17765	1.18195	1.17695	1.18055	1940	0	40
2009.02.20	08:00:00	1.18065	1.18830	1.17845	1.18590	4326	0	40
2009.02.20	12:00:00	1.18600	1.18740	1.17910	1.17970	4964	0	40
2009.02.20	16:00:00	1.17980	1.17980	1.14590	1.15320	7837	0	40
2009.02.20	20:00:00	1.15360	1.15680	1.14980	1.15600	2756	0	40
2009.02.23	00:00:00	1.15751	1.15935	1.14775	1.14950	4557	0	40
2009.02.23	04:00:00	1.14945	1.15310	1.14860	1.15222	3899	0	40
2009.02.23	08:00:00	1.15227	1.16357	1.14605	1.16285	9273	0	40
2009.02.23	12:00:00	1.16284	1.16593	1.16050	1.16140	8503	0	40
2009.02.23	16:00:00	1.16135	1.16682	1.15965	1.16653	9022	0	40
2009.02.23	20:00:00	1.16660	1.16955	1.16620	1.16792	4121	0	40
2009.02.24	00:00:00	1.16804	1.17120	1.16637	1.16854	4313	0	40
2009.02.24	04:00:00	1.16858	1.16884	1.16573	1.16846	4936	0	40
2009.02.24	08:00:00	1.16842	1.16857	1.15369	1.15565	11663	0	40
2009.02.24	12:00:00	1.15561	1.16664	1.15318	1.16495	10851	0	40
2009.02.24	16:00:00	1.16504	1.16982	1.15976	1.16061	11993	0	40
2009.02.24	20:00:00	1.16058	1.16158	1.15778	1.15837	4584	0	40
2009.02.25	00:00:00	1.15834	1.16030	1.15748	1.15970	3616	0	40
2009.02.25	04:00:00	1.15969	1.16385	1.15959	1.16165	4283	0	40
2009.02.25	08:00:00	1.16169	1.16172	1.15475	1.15970	7527	0	40
2009.02.25	12:00:00	1.15965	1.16376	1.15765	1.16090	9285	0	40
2009.02.25	16:00:00	1.16095	1.16779	1.15985	1.16630	9259	0	40
2009.02.25	20:00:00	1.16623	1.17405	1.16610	1.16982	4776	0	40
2009.02.26	00:00:00	1.16957	1.17036	1.16759	1.17010	3350	0	40
2009.02.26	04:00:00	1.17011	1.17275	1.16875	1.17075	3724	0	40
2009.02.26	08:00:00	1.17070	1.17180	1.16092	1.16420	7629	0	40
2009.02.26	12:00:00	1.16421	1.16500	1.15945	1.16427	8667	0	40
2009.02.26	16:00:00	1.16430	1.16887	1.16280	1.16310	7240	0	40
2009.02.26	20:00:00	1.16308	1.16693	1.16247	1.16460	3990	0	40
2009.02.27	00:00:00	1.16455	1.16763	1.16432	1.16532	3438	0	40
2009.02.27	04:00:00	1.16535	1.16710	1.16352	1.16627	3755	0	40
2009.02.27	08:00:00	1.16630	1.17590	1.16627	1.17175	8862	0	40
2009.02.27	12:00:00	1.17174	1.17540	1.16773	1.16925	9486	0	40
2009.02.27	16:00:00	1.16922	1.17170	1.16115	1.16635	9959	0	40
2009.02.27	20:00:00	1.16632	1.17102	1.16632	1.16827	3071	0	40
2009.03.02	00:00:00	1.17165	1.17449	1.17081	1.17305	4055	0	40
2009.03.02	04:00:00	1.17307	1.17565	1.17036	1.17197	3698	0	40
2009.03.02	08:00:00	1.17202	1.17741	1.17105	1.17527	7182	0	40
2009.03.02	12:00:00	1.17525	1.17940	1.17096	1.17234	8890	0	40
2009.03.02	16:00:00	1.17236	1.17612	1.17015	1.17404	8983	0	40
2009.03.02	20:00:00	1.17407	1.17725	1.17401	1.17680	4794	0	40
2009.03.03	00:00:00	1.17672	1.17765	1.17352	1.17385	4265	0	40
2009.03.03	04:00:00	1.17395	1.17425	1.16818	1.17043	4035	0	40
2009.03.03	08:00:00	1.17038	1.17419	1.16850	1.17070	7995	0	40
2009.03.03	12:00:00	1.17077	1.17575	1.16970	1.17560	8609	0	40
2009.03.03	16:00:00	1.17559	1.17860	1.17294	1.17420	8375	0	40
2009.03.03	20:00:00	1.17421	1.17750	1.17305	1.17699	4507	0	40
2009.03.04	00:00:00	1.17696	1.18235	1.17696	1.18015	4069	0	40
2009.03.04	04:00:00	1.18013	1.18235	1.17923	1.17980	3655	0	40
2009.03.04	08:00:00	1.17977	1.18477	1.17847	1.18195	9057	0	40
2009.03.04	12:00:00	1.18196	1.18231	1.17506	1.17660	10446	0	40
2009.03.04	16:00:00	1.17650	1.18002	1.17195	1.17379	10355	0	40
2009.03.04	20:00:00	1.17380	1.17449	1.16423	1.16759	5769	0	40
2009.03.05	00:00:00	1.16793	1.17350	1.16727	1.17291	4531	0	40
2009.03.05	04:00:00	1.17293	1.17460	1.17043	1.17394	3503	0	40
2009.03.05	08:00:00	1.17395	1.17692	1.17175	1.17494	9306	0	40
2009.03.05	12:00:00	1.17493	1.18083	1.17264	1.17719	10640	0	40
2009.03.05	16:00:00	1.17714	1.17734	1.16733	1.16940	9880	0	40
2009.03.05	20:00:00	1.16930	1.17203	1.16925	1.17056	3973	0	40
2009.03.06	00:00:00	1.17069	1.17106	1.16553	1.16566	4161	0	40
2009.03.06	04:00:00	1.16567	1.16620	1.15319	1.15345	5129	0	40
2009.03.06	08:00:00	1.15342	1.15769	1.14837	1.15410	11718	0	40
2009.03.06	12:00:00	1.15407	1.15836	1.15084	1.15321	12182	0	40
2009.03.06	16:00:00	1.15326	1.15550	1.15092	1.15476	11058	0	40
2009.03.06	20:00:00	1.15472	1.16169	1.15369	1.15798	4394	0	40
2009.03.09	00:00:00	1.15749	1.15824	1.15327	1.15726	3423	0	40
2009.03.09	04:00:00	1.15728	1.16214	1.15653	1.16041	3132	0	40
2009.03.09	08:00:00	1.16040	1.16190	1.15705	1.16154	9656	0	40
2009.03.09	12:00:00	1.16163	1.16805	1.15991	1.16080	13503	0	40
2009.03.09	16:00:00	1.16081	1.16345	1.15749	1.15849	9754	0	40
2009.03.09	20:00:00	1.15854	1.16159	1.15791	1.15995	3337	0	40
2009.03.10	00:00:00	1.15999	1.16043	1.15615	1.15673	3415	0	40
2009.03.10	04:00:00	1.15664	1.15671	1.14740	1.14796	4900	0	40
2009.03.10	08:00:00	1.14797	1.15884	1.14753	1.15798	11867	0	40
2009.03.10	12:00:00	1.15776	1.15878	1.14304	1.15305	13283	0	40
2009.03.10	16:00:00	1.15311	1.16432	1.15089	1.16341	11325	0	40
2009.03.10	20:00:00	1.16336	1.16493	1.15855	1.15936	3484	0	40
2009.03.11	00:00:00	1.15920	1.16188	1.15784	1.16004	3529	0	40
2009.03.11	04:00:00	1.15996	1.16750	1.15842	1.16518	6399	0	40
2009.03.11	08:00:00	1.16517	1.16587	1.16176	1.16261	10583	0	40
2009.03.11	12:00:00	1.16249	1.16324	1.15370	1.15669	10336	0	40
2009.03.11	16:00:00	1.15663	1.16056	1.15402	1.15445	10971	0	40
2009.03.11	20:00:00	1.15444	1.15497	1.15192	1.15432	4175	0	40
2009.03.12	00:00:00	1.15425	1.15686	1.15011	1.15381	4358	0	40
2009.03.12	04:00:00	1.15382	1.15960	1.14951	1.15893	5057	0	40
2009.03.12	08:00:00	1.15898	1.16030	1.15432	1.15595	10354	0	40
2009.03.12	12:00:00	1.15598	1.19631	1.15511	1.19009	14767	0	40
2009.03.12	16:00:00	1.19014	1.19299	1.18596	1.18775	10522	0	40
2009.03.12	20:00:00	1.18768	1.18910	1.18352	1.18784	6431	0	40
2009.03.13	00:00:00	1.18783	1.18872	1.18415	1.18850	5015	0	40
2009.03.13	04:00:00	1.18853	1.19182	1.18740	1.18994	4980	0	40
2009.03.13	08:00:00	1.18992	1.19125	1.18334	1.18671	12382	0	40
2009.03.13	12:00:00	1.18672	1.19330	1.18591	1.18729	13169	0	40
2009.03.13	16:00:00	1.18731	1.19025	1.18505	1.18864	9132	0	40
2009.03.13	20:00:00	1.18870	1.18893	1.18492	1.18499	1837	0	40
2009.03.16	00:00:00	1.19080	1.19103	1.18682	1.18911	3359	0	40
2009.03.16	04:00:00	1.18912	1.19108	1.18660	1.18719	3461	0	40
2009.03.16	08:00:00	1.18723	1.18902	1.18086	1.18158	12061	0	40
2009.03.16	12:00:00	1.18156	1.18539	1.18029	1.18298	12410	0	40
2009.03.16	16:00:00	1.18292	1.18690	1.18111	1.18619	9668	0	40
2009.03.16	20:00:00	1.18620	1.18620	1.18341	1.18532	3192	0	40
2009.03.17	00:00:00	1.18541	1.18669	1.18170	1.18346	3538	0	40
2009.03.17	04:00:00	1.18357	1.19003	1.18214	1.18774	5030	0	40
2009.03.17	08:00:00	1.18766	1.18893	1.18118	1.18207	9257	0	40
2009.03.17	12:00:00	1.18210	1.18535	1.18112	1.18162	12303	0	40
2009.03.17	16:00:00	1.18160	1.18530	1.18111	1.18300	11528	0	40
2009.03.17	20:00:00	1.18292	1.18331	1.18010	1.18035	4253	0	40
2009.03.18	00:00:00	1.18040	1.18302	1.17857	1.17936	4066	0	40
2009.03.18	04:00:00	1.17932	1.18055	1.17768	1.18047	2471	0	40
2009.03.18	08:00:00	1.18044	1.18235	1.17265	1.17416	10513	0	40
2009.03.18	12:00:00	1.17421	1.17666	1.16254	1.16581	12928	0	40
2009.03.18	16:00:00	1.16591	1.16820	1.13811	1.14392	13245	0	40
2009.03.18	20:00:00	1.14391	1.14448	1.13759	1.14020	10049	0	40
2009.03.19	00:00:00	1.14021	1.14453	1.13966	1.14415	6565	0	40
2009.03.19	04:00:00	1.14410	1.14560	1.14152	1.14413	7629	0	40
2009.03.19	08:00:00	1.14420	1.14495	1.13681	1.13829	12966	0	40
2009.03.19	12:00:00	1.13839	1.14013	1.12061	1.12130	14123	0	40
2009.03.19	16:00:00	1.12135	1.12713	1.11585	1.12457	14058	0	40
2009.03.19	20:00:00	1.12455	1.12534	1.12224	1.12408	4506	0	40
2009.03.20	00:00:00	1.12396	1.12535	1.12235	1.12306	5039	0	40
2009.03.20	04:00:00	1.12293	1.12500	1.12045	1.12375	5302	0	40
2009.03.20	08:00:00	1.12379	1.12797	1.11679	1.12475	8584	0	40
2009.03.20	12:00:00	1.12480	1.12872	1.11800	1.12346	11044	0	40
2009.03.20	16:00:00	1.12357	1.12965	1.12105	1.12945	9113	0	40
2009.03.20	20:00:00	1.12941	1.12960	1.12685	1.12685	2264	0	40
2009.03.23	00:00:00	1.12352	1.12670	1.12250	1.12400	4222	0	40
2009.03.23	04:00:00	1.12401	1.12496	1.12045	1.12112	3716	0	40
2009.03.23	08:00:00	1.12114	1.12760	1.11700	1.12522	8450	0	40
2009.03.23	12:00:00	1.12521	1.13410	1.12454	1.12956	9095	0	40
2009.03.23	16:00:00	1.12958	1.13019	1.12121	1.12369	7495	0	40
2009.03.23	20:00:00	1.12363	1.12605	1.12266	1.12472	3141	0	40
2009.03.24	00:00:00	1.12463	1.12563	1.12194	1.12303	4141	0	40
2009.03.24	04:00:00	1.12307	1.12396	1.12070	1.12376	3823	0	40
2009.03.24	08:00:00	1.12374	1.12720	1.12163	1.12651	10413	0	40
2009.03.24	12:00:00	1.12655	1.13155	1.12258	1.12636	11815	0	40
2009.03.24	16:00:00	1.12633	1.13095	1.12436	1.12665	9860	0	40
2009.03.24	20:00:00	1.12673	1.13234	1.12650	1.12940	5447	0	40
2009.03.25	00:00:00	1.12930	1.13212	1.12868	1.13095	3757	0	40
2009.03.25	04:00:00	1.13100	1.13196	1.12885	1.13161	3720	0	40
2009.03.25	08:00:00	1.13164	1.13267	1.12439	1.12560	10620	0	40
2009.03.25	12:00:00	1.12565	1.13215	1.11755	1.12460	10452	0	40
2009.03.25	16:00:00	1.12461	1.12545	1.11685	1.12062	7442	0	40
2009.03.25	20:00:00	1.12067	1.12180	1.11860	1.12111	4038	0	40
2009.03.26	00:00:00	1.12117	1.12420	1.11809	1.12345	3873	0	40
2009.03.26	04:00:00	1.12348	1.12426	1.11986	1.12295	3408	0	40
2009.03.26	08:00:00	1.12290	1.12722	1.11945	1.12542	8092	0	40
2009.03.26	12:00:00	1.12544	1.12860	1.12042	1.12787	8065	0	40
2009.03.26	16:00:00	1.12790	1.12850	1.12430	1.12757	7727	0	40
2009.03.26	20:00:00	1.12751	1.12870	1.12615	1.12680	3766	0	40
2009.03.27	00:00:00	1.12670	1.12748	1.12342	1.12446	2761	0	40
2009.03.27	04:00:00	1.12435	1.12518	1.12218	1.12350	3102	0	40
2009.03.27	08:00:00	1.12354	1.14095	1.12327	1.13775	8955	0	40
2009.03.27	12:00:00	1.13766	1.14630	1.13625	1.14340	11448	0	40
2009.03.27	16:00:00	1.14335	1.14787	1.14181	1.14225	6747	0	40
2009.03.27	20:00:00	1.14232	1.14463	1.14206	1.14380	1777	0	40
2009.03.30	00:00:00	1.14908	1.14908	1.14379	1.14648	3992	0	40
2009.03.30	04:00:00	1.14646	1.14891	1.14455	1.14821	4159	0	40
2009.03.30	08:00:00	1.14823	1.15135	1.14530	1.14987	6064	0	40
2009.03.30	12:00:00	1.14980	1.15359	1.14730	1.15257	9689	0	40
2009.03.30	16:00:00	1.15260	1.15477	1.15034	1.15171	9125	0	40
2009.03.30	20:00:00	1.15168	1.15340	1.14755	1.14840	3434	0	40
2009.03.31	00:00:00	1.14842	1.15155	1.14640	1.14670	4434	0	40
2009.03.31	04:00:00	1.14675	1.14773	1.14405	1.14663	5127	0	40
2009.03.31	08:00:00	1.14660	1.14871	1.13873	1.14025	10524	0	40
2009.03.31	12:00:00	1.14013	1.14078	1.13571	1.13703	9567	0	40
2009.03.31	16:00:00	1.13720	1.14330	1.13555	1.14020	8197	0	40
2009.03.31	20:00:00	1.14016	1.14085	1.13610	1.13897	4502	0	40
2009.04.01	00:00:00	1.13893	1.14415	1.13694	1.14163	4631	0	40
2009.04.01	04:00:00	1.14162	1.14550	1.14074	1.14474	3780	0	40
2009.04.01	08:00:00	1.14477	1.14675	1.14205	1.14308	7292	0	40
2009.04.01	12:00:00	1.14314	1.14386	1.13810	1.14069	8469	0	40
2009.04.01	16:00:00	1.14071	1.14935	1.14020	1.14886	7889	0	40
2009.04.01	20:00:00	1.14887	1.15051	1.14373	1.14609	4227	0	40
2009.04.02	00:00:00	1.14602	1.14662	1.14251	1.14277	2628	0	40
2009.04.02	04:00:00	1.14275	1.14535	1.14210	1.14436	3156	0	40
2009.04.02	08:00:00	1.14399	1.14855	1.14083	1.14694	7365	0	40
2009.04.02	12:00:00	1.14691	1.14695	1.13009	1.13445	9334	0	40
2009.04.02	16:00:00	1.13216	1.13604	1.13056	1.13387	9990	0	40
2009.04.02	20:00:00	1.13371	1.13697	1.13330	1.13375	4373	0	40
2009.04.03	00:00:00	1.13383	1.13565	1.13227	1.13539	3107	0	40
2009.04.03	04:00:00	1.13540	1.13745	1.13440	1.13620	2351	0	40
2009.04.03	08:00:00	1.13625	1.13875	1.13284	1.13404	8788	0	40
2009.04.03	12:00:00	1.13408	1.13894	1.13235	1.13483	8469	0	40
2009.04.03	16:00:00	1.13486	1.13571	1.13135	1.13430	5289	0	40
2009.04.03	20:00:00	1.13440	1.13475	1.12955	1.13086	2924	0	40
2009.04.06	00:00:00	1.12963	1.12963	1.12471	1.12569	4382	0	40
2009.04.06	04:00:00	1.12571	1.12719	1.12398	1.12703	3492	0	40
2009.04.06	08:00:00	1.12702	1.13119	1.12623	1.13008	7766	0	40
2009.04.06	12:00:00	1.13003	1.13386	1.12753	1.13246	7223	0	40
2009.04.06	16:00:00	1.13249	1.14058	1.13228	1.13670	7920	0	40
2009.04.06	20:00:00	1.13674	1.13760	1.13479	1.13670	3216	0	40
2009.04.07	00:00:00	1.13660	1.14198	1.13589	1.13663	4438	0	40
2009.04.07	04:00:00	1.13668	1.13798	1.13478	1.13658	3337	0	40
2009.04.07	08:00:00	1.13663	1.14643	1.13448	1.14557	7342	0	40
2009.04.07	12:00:00	1.14556	1.14817	1.14273	1.14491	9469	0	40
2009.04.07	16:00:00	1.14494	1.14560	1.14213	1.14308	8535	0	40
2009.04.07	20:00:00	1.14302	1.14410	1.14052	1.14255	3870	0	40
2009.04.08	00:00:00	1.14253	1.14757	1.14138	1.14548	3815	0	40
2009.04.08	04:00:00	1.14547	1.14978	1.14488	1.14860	4603	0	40
2009.04.08	08:00:00	1.14859	1.15168	1.14630	1.14858	6834	0	40
2009.04.08	12:00:00	1.14863	1.14919	1.14408	1.14553	6834	0	40
2009.04.08	16:00:00	1.14549	1.14928	1.14323	1.14623	6997	0	40
2009.04.08	20:00:00	1.14628	1.14968	1.14545	1.14715	3811	0	40
2009.04.09	00:00:00	1.14716	1.14980	1.14693	1.14899	3075	0	40
2009.04.09	04:00:00	1.14898	1.15080	1.14798	1.14898	3345	0	40
2009.04.09	08:00:00	1.14895	1.14898	1.14264	1.14608	8158	0	40
2009.04.09	12:00:00	1.14613	1.15194	1.14558	1.14828	8124	0	40
2009.04.09	16:00:00	1.14826	1.16028	1.14653	1.15633	8104	0	40
2009.04.09	20:00:00	1.15632	1.15690	1.15540	1.15628	2810	0	40
2009.04.10	00:00:00	1.15618	1.16220	1.15588	1.15921	4889	0	40
2009.04.10	04:00:00	1.15913	1.15933	1.15673	1.15814	3071	0	40
2009.04.10	08:00:00	1.15815	1.16123	1.15791	1.15822	3019	0	40
2009.04.10	12:00:00	1.15820	1.15898	1.15630	1.15795	2424	0	40
2009.04.10	16:00:00	1.15797	1.15902	1.15731	1.15782	598	0	40
2009.04.10	20:00:00	1.15777	1.15805	1.15414	1.15443	630	0	40
2009.04.13	00:00:00	1.15509	1.16068	1.15460	1.15786	3053	0	40
2009.04.13	04:00:00	1.15793	1.15804	1.15560	1.15613	1835	0	40
2009.04.13	08:00:00	1.15612	1.15616	1.15068	1.15278	3161	0	40
2009.04.13	12:00:00	1.15277	1.15291	1.14080	1.14289	5405	0	40
2009.04.13	16:00:00	1.14290	1.14299	1.13252	1.13348	6173	0	40
2009.04.13	20:00:00	1.13342	1.13467	1.13033	1.13293	3921	0	40
2009.04.14	00:00:00	1.13292	1.13713	1.13205	1.13560	3590	0	40
