<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2018.06.19	08:00:00	0.99275	0.99612	0.99181	0.99597	18444	0	1
2018.06.19	12:00:00	0.99597	0.99772	0.99453	0.99518	15145	0	1
2018.06.19	16:00:00	0.99518	0.99642	0.99358	0.99578	13244	0	1
2018.06.19	20:00:00	0.99578	0.99580	0.99354	0.99357	4489	0	1
2018.06.20	00:00:00	0.99352	0.99511	0.99328	0.99500	3770	0	4
2018.06.20	04:00:00	0.99500	0.99581	0.99405	0.99581	5089	0	4
2018.06.20	08:00:00	0.99581	0.99793	0.99527	0.99683	12289	0	1
2018.06.20	12:00:00	0.99683	0.99827	0.99461	0.99486	8433	0	1
2018.06.20	16:00:00	0.99486	0.99673	0.99363	0.99603	13866	0	1
2018.06.20	20:00:00	0.99603	0.99627	0.99452	0.99614	4966	0	1
2018.06.21	00:00:00	0.99598	0.99680	0.99544	0.99618	3575	0	5
2018.06.21	04:00:00	0.99618	0.99800	0.99617	0.99779	3589	0	2
2018.06.21	08:00:00	0.99779	0.99853	0.99483	0.99685	14813	0	1
2018.06.21	12:00:00	0.99686	0.99799	0.99149	0.99310	18642	0	1
2018.06.21	16:00:00	0.99310	0.99354	0.98967	0.99163	16943	0	1
2018.06.21	20:00:00	0.99163	0.99206	0.99056	0.99157	5215	0	1
2018.06.22	00:00:00	0.99148	0.99252	0.99020	0.99110	6561	0	4
2018.06.22	04:00:00	0.99110	0.99189	0.99046	0.99086	3496	0	2
2018.06.22	08:00:00	0.99086	0.99086	0.98845	0.98951	11550	0	1
2018.06.22	12:00:00	0.98951	0.99095	0.98911	0.98990	9854	0	1
2018.06.22	16:00:00	0.98990	0.99145	0.98886	0.98900	9939	0	1
2018.06.22	20:00:00	0.98900	0.98932	0.98731	0.98769	4335	0	1
2018.06.25	00:00:00	0.98760	0.98850	0.98732	0.98761	3016	0	5
2018.06.25	04:00:00	0.98762	0.98830	0.98728	0.98741	3668	0	1
2018.06.25	08:00:00	0.98741	0.98901	0.98689	0.98720	9420	0	1
2018.06.25	12:00:00	0.98720	0.98899	0.98680	0.98755	9125	0	1
2018.06.25	16:00:00	0.98755	0.98878	0.98678	0.98706	8467	0	2
2018.06.25	20:00:00	0.98707	0.98769	0.98555	0.98666	4848	0	1
2018.06.26	00:00:00	0.98652	0.98800	0.98578	0.98679	7254	0	3
2018.06.26	04:00:00	0.98679	0.98689	0.98581	0.98630	2931	0	3
2018.06.26	08:00:00	0.98630	0.98926	0.98628	0.98825	9206	0	2
2018.06.26	12:00:00	0.98826	0.98978	0.98805	0.98906	10102	0	2
2018.06.26	16:00:00	0.98906	0.99193	0.98860	0.99088	12029	0	1
2018.06.26	20:00:00	0.99088	0.99229	0.99012	0.99047	5916	0	2
2018.06.27	00:00:00	0.99016	0.99151	0.99006	0.99035	3686	0	4
2018.06.27	04:00:00	0.99035	0.99106	0.99005	0.99099	4286	0	2
2018.06.27	08:00:00	0.99098	0.99170	0.98910	0.99148	9757	0	1
2018.06.27	12:00:00	0.99147	0.99355	0.99109	0.99339	14204	0	2
2018.06.27	16:00:00	0.99339	0.99681	0.99319	0.99621	12518	0	1
2018.06.27	20:00:00	0.99621	0.99762	0.99533	0.99687	5658	0	1
2018.06.28	00:00:00	0.99722	0.99729	0.99564	0.99611	18064	0	4
2018.06.28	04:00:00	0.99611	0.99727	0.99597	0.99727	3037	0	3
2018.06.28	08:00:00	0.99727	0.99922	0.99659	0.99831	11729	0	1
2018.06.28	12:00:00	0.99831	0.99857	0.99633	0.99842	11112	0	1
2018.06.28	16:00:00	0.99841	0.99909	0.99595	0.99712	13628	0	1
2018.06.28	20:00:00	0.99712	0.99864	0.99668	0.99738	5710	0	1
2018.06.29	00:00:00	0.99714	0.99804	0.99637	0.99707	3350	0	3
2018.06.29	04:00:00	0.99707	0.99777	0.99323	0.99379	8741	0	1
2018.06.29	08:00:00	0.99379	0.99567	0.99275	0.99295	11792	0	1
2018.06.29	12:00:00	0.99295	0.99425	0.99177	0.99272	14270	0	1
2018.06.29	16:00:00	0.99272	0.99430	0.99132	0.99190	13555	0	1
2018.06.29	20:00:00	0.99190	0.99220	0.98937	0.99040	4771	0	1
2018.07.02	00:00:00	0.99009	0.99139	0.98915	0.99106	4351	0	4
2018.07.02	04:00:00	0.99106	0.99230	0.99093	0.99215	4806	0	5
2018.07.02	08:00:00	0.99215	0.99288	0.99104	0.99153	9350	0	1
2018.07.02	12:00:00	0.99154	0.99512	0.99138	0.99506	7925	0	1
2018.07.02	16:00:00	0.99506	0.99654	0.99415	0.99554	9324	0	1
2018.07.02	20:00:00	0.99554	0.99555	0.99305	0.99341	5233	0	2
2018.07.03	00:00:00	0.99338	0.99406	0.99214	0.99404	3913	0	4
2018.07.03	04:00:00	0.99404	0.99491	0.99392	0.99451	6334	0	3
2018.07.03	08:00:00	0.99451	0.99490	0.99125	0.99317	10884	0	1
2018.07.03	12:00:00	0.99317	0.99417	0.99184	0.99273	8757	0	1
2018.07.03	16:00:00	0.99273	0.99331	0.99193	0.99273	8721	0	2
2018.07.03	20:00:00	0.99274	0.99277	0.99159	0.99235	2434	0	1
2018.07.04	00:00:00	0.99228	0.99283	0.99070	0.99071	6799	0	1
2018.07.04	04:00:00	0.99070	0.99221	0.99049	0.99204	4166	0	3
2018.07.04	08:00:00	0.99204	0.99320	0.99067	0.99288	9972	0	1
2018.07.04	12:00:00	0.99288	0.99332	0.99215	0.99231	6945	0	2
2018.07.04	16:00:00	0.99231	0.99393	0.99203	0.99245	8085	0	1
2018.07.04	20:00:00	0.99245	0.99303	0.99160	0.99196	37180	0	1
2018.07.05	00:00:00	0.99196	0.99287	0.99164	0.99249	11539	0	3
2018.07.05	04:00:00	0.99249	0.99387	0.99240	0.99354	3915	0	3
2018.07.05	08:00:00	0.99354	0.99396	0.99099	0.99276	11892	0	2
2018.07.05	12:00:00	0.99276	0.99351	0.99103	0.99172	8193	0	2
2018.07.05	16:00:00	0.99172	0.99340	0.99161	0.99287	12432	0	1
2018.07.05	20:00:00	0.99288	0.99440	0.99206	0.99207	6396	0	1
2018.07.06	00:00:00	0.99207	0.99357	0.99125	0.99334	31092	0	5
2018.07.06	04:00:00	0.99339	0.99434	0.99316	0.99366	4147	0	4
2018.07.06	08:00:00	0.99366	0.99376	0.99159	0.99239	8258	0	1
2018.07.06	12:00:00	0.99239	0.99306	0.98924	0.99036	11060	0	1
2018.07.06	16:00:00	0.99036	0.99043	0.98841	0.98964	11141	0	1
2018.07.06	20:00:00	0.98964	0.99066	0.98952	0.98987	3325	0	3
2018.07.09	00:00:00	0.98920	0.99049	0.98853	0.98901	3908	0	5
2018.07.09	04:00:00	0.98901	0.98912	0.98784	0.98840	2991	0	1
2018.07.09	08:00:00	0.98840	0.98854	0.98577	0.98692	13330	0	2
2018.07.09	12:00:00	0.98692	0.98884	0.98691	0.98884	10144	0	1
2018.07.09	16:00:00	0.98883	0.99220	0.98843	0.99212	13166	0	1
2018.07.09	20:00:00	0.99212	0.99301	0.99110	0.99132	4894	0	1
2018.07.10	00:00:00	0.99107	0.99195	0.99095	0.99122	14036	0	4
2018.07.10	04:00:00	0.99122	0.99269	0.99109	0.99269	2816	0	4
2018.07.10	08:00:00	0.99268	0.99349	0.99120	0.99302	10589	0	1
2018.07.10	12:00:00	0.99302	0.99614	0.99293	0.99417	14795	0	1
2018.07.10	16:00:00	0.99417	0.99443	0.99181	0.99268	12762	0	1
2018.07.10	20:00:00	0.99266	0.99266	0.99167	0.99167	4078	0	2
2018.07.11	00:00:00	0.99170	0.99277	0.99167	0.99256	3995	0	4
2018.07.11	04:00:00	0.99257	0.99271	0.99183	0.99214	4898	0	4
2018.07.11	08:00:00	0.99214	0.99310	0.99058	0.99308	12479	0	2
2018.07.11	12:00:00	0.99308	0.99517	0.99128	0.99150	18545	0	1
2018.07.11	16:00:00	0.99150	0.99488	0.99051	0.99452	17193	0	1
2018.07.11	20:00:00	0.99452	0.99655	0.99452	0.99585	10885	0	2
2018.07.12	00:00:00	0.99579	0.99588	0.99484	0.99586	10338	0	2
2018.07.12	04:00:00	0.99586	0.99612	0.99534	0.99550	3596	0	2
2018.07.12	08:00:00	0.99550	0.99730	0.99474	0.99722	11609	0	2
2018.07.12	12:00:00	0.99722	0.99951	0.99670	0.99889	14620	0	1
2018.07.12	16:00:00	0.99888	1.00234	0.99865	1.00137	16879	0	1
2018.07.12	20:00:00	1.00136	1.00271	1.00088	1.00218	6507	0	1
2018.07.13	00:00:00	1.00208	1.00341	1.00169	1.00292	5391	0	1
2018.07.13	04:00:00	1.00292	1.00309	1.00141	1.00230	3901	0	1
2018.07.13	08:00:00	1.00230	1.00418	1.00206	1.00331	10392	0	2
2018.07.13	12:00:00	1.00331	1.00679	1.00318	1.00488	13469	0	1
2018.07.13	16:00:00	1.00490	1.00530	1.00224	1.00262	14002	0	2
2018.07.13	20:00:00	1.00262	1.00301	1.00146	1.00158	4681	0	1
2018.07.16	00:00:00	1.00109	1.00241	1.00089	1.00186	2246	0	4
2018.07.16	04:00:00	1.00186	1.00210	1.00128	1.00142	3545	0	2
2018.07.16	08:00:00	1.00142	1.00142	0.99960	1.00032	9936	0	1
2018.07.16	12:00:00	1.00031	1.00054	0.99691	0.99769	9942	0	1
2018.07.16	16:00:00	0.99769	0.99874	0.99625	0.99711	13041	0	1
2018.07.16	20:00:00	0.99711	0.99721	0.99636	0.99649	4529	0	1
2018.07.17	00:00:00	0.99660	0.99718	0.99639	0.99674	4750	0	4
2018.07.17	04:00:00	0.99674	0.99736	0.99589	0.99633	3907	0	3
2018.07.17	08:00:00	0.99633	0.99652	0.99265	0.99373	8635	0	2
2018.07.17	12:00:00	0.99373	0.99578	0.99312	0.99549	12480	0	1
2018.07.17	16:00:00	0.99549	0.99987	0.99520	0.99981	19469	0	1
2018.07.17	20:00:00	0.99981	1.00018	0.99867	1.00004	6285	0	1
2018.07.18	00:00:00	1.00004	1.00053	0.99902	1.00027	1800	0	4
2018.07.18	04:00:00	1.00026	1.00159	0.99987	1.00158	3542	0	4
2018.07.18	08:00:00	1.00158	1.00345	1.00134	1.00230	10553	0	2
2018.07.18	12:00:00	1.00230	1.00252	0.99843	0.99951	12288	0	0
2018.07.18	16:00:00	0.99951	1.00033	0.99826	0.99898	13924	0	1
2018.07.18	20:00:00	0.99898	0.99968	0.99837	0.99897	3712	0	1
2018.07.19	00:00:00	0.99891	0.99922	0.99806	0.99816	4393	0	2
2018.07.19	04:00:00	0.99816	0.99912	0.99806	0.99901	3737	0	2
2018.07.19	08:00:00	0.99901	1.00191	0.99894	1.00106	12838	0	2
2018.07.19	12:00:00	1.00106	1.00431	1.00092	1.00369	15041	0	1
2018.07.19	16:00:00	1.00369	1.00372	1.00058	1.00108	14942	0	1
2018.07.19	20:00:00	1.00108	1.00133	0.99580	0.99891	14754	0	1
2018.07.20	00:00:00	0.99861	0.99971	0.99629	0.99898	11315	0	2
2018.07.20	04:00:00	0.99898	1.00099	0.99825	0.99825	10537	0	1
2018.07.20	08:00:00	0.99825	0.99988	0.99806	0.99927	13601	0	2
2018.07.20	12:00:00	0.99927	0.99949	0.99383	0.99401	16693	0	1
2018.07.20	16:00:00	0.99401	0.99535	0.99376	0.99443	15253	0	1
2018.07.20	20:00:00	0.99442	0.99443	0.99153	0.99240	5802	0	1
2018.07.23	00:00:00	0.99174	0.99264	0.99035	0.99049	4193	0	8
2018.07.23	04:00:00	0.99049	0.99144	0.99003	0.99104	6564	0	12
2018.07.23	08:00:00	0.99104	0.99205	0.99006	0.99141	12992	0	12
2018.07.23	12:00:00	0.99141	0.99294	0.99071	0.99159	11374	0	12
2018.07.23	16:00:00	0.99159	0.99356	0.99104	0.99268	12818	0	12
2018.07.23	20:00:00	0.99269	0.99413	0.99219	0.99220	5814	0	5
2018.07.24	00:00:00	0.99220	0.99343	0.99102	0.99277	8999	0	10
2018.07.24	04:00:00	0.99277	0.99388	0.99214	0.99382	7280	0	7
2018.07.24	08:00:00	0.99382	0.99537	0.99269	0.99426	13030	0	12
2018.07.24	12:00:00	0.99425	0.99447	0.99228	0.99359	12570	0	12
2018.07.24	16:00:00	0.99357	0.99490	0.99248	0.99407	14094	0	12
2018.07.24	20:00:00	0.99407	0.99448	0.99330	0.99350	6650	0	8
2018.07.25	00:00:00	0.99342	0.99427	0.99288	0.99334	3928	0	9
2018.07.25	04:00:00	0.99334	0.99438	0.99286	0.99388	6209	0	9
2018.07.25	08:00:00	0.99392	0.99392	0.99224	0.99243	11226	0	12
2018.07.25	12:00:00	0.99243	0.99283	0.99070	0.99228	12029	0	12
2018.07.25	16:00:00	0.99227	0.99487	0.99145	0.99375	16237	0	12
2018.07.25	20:00:00	0.99374	0.99408	0.99083	0.99171	12254	0	10
2018.07.26	00:00:00	0.99204	0.99204	0.99046	0.99067	6338	0	12
2018.07.26	04:00:00	0.99067	0.99150	0.99024	0.99137	5823	0	9
2018.07.26	08:00:00	0.99135	0.99291	0.99086	0.99282	10343	0	12
2018.07.26	12:00:00	0.99282	0.99377	0.99078	0.99270	15569	0	12
2018.07.26	16:00:00	0.99270	0.99399	0.99184	0.99303	15406	0	12
2018.07.26	20:00:00	0.99302	0.99489	0.99296	0.99400	5464	0	6
2018.07.27	00:00:00	0.99400	0.99447	0.99341	0.99404	4870	0	10
2018.07.27	04:00:00	0.99404	0.99433	0.99308	0.99387	6286	0	12
2018.07.27	08:00:00	0.99387	0.99698	0.99378	0.99686	9994	0	12
2018.07.27	12:00:00	0.99686	0.99775	0.99583	0.99669	10525	0	12
2018.07.27	16:00:00	0.99670	0.99693	0.99351	0.99370	12566	0	12
2018.07.27	20:00:00	0.99370	0.99483	0.99344	0.99423	4785	0	7
2018.07.30	00:00:00	0.99315	0.99473	0.99281	0.99425	2230	0	10
2018.07.30	04:00:00	0.99426	0.99542	0.99421	0.99479	3375	0	6
2018.07.30	08:00:00	0.99480	0.99559	0.99296	0.99319	6751	0	9
2018.07.30	12:00:00	0.99319	0.99339	0.99160	0.99164	6804	0	12
2018.07.30	16:00:00	0.99164	0.99220	0.98785	0.98796	9371	0	5
2018.07.30	20:00:00	0.98796	0.98855	0.98773	0.98800	3327	0	8
2018.07.31	00:00:00	0.98800	0.98847	0.98757	0.98779	2494	0	9
2018.07.31	04:00:00	0.98779	0.98838	0.98712	0.98719	5086	0	9
2018.07.31	08:00:00	0.98721	0.98876	0.98686	0.98773	9936	0	9
2018.07.31	12:00:00	0.98773	0.98889	0.98666	0.98752	8874	0	12
2018.07.31	16:00:00	0.98752	0.99037	0.98748	0.98953	15996	0	12
2018.07.31	20:00:00	0.98952	0.99049	0.98916	0.99009	4820	0	6
2018.08.01	00:00:00	0.98999	0.99053	0.98958	0.99045	5526	0	9
2018.08.01	04:00:00	0.99044	0.99299	0.99036	0.99290	4672	0	10
2018.08.01	08:00:00	0.99290	0.99336	0.99112	0.99225	7931	0	12
2018.08.01	12:00:00	0.99225	0.99237	0.99023	0.99136	8466	0	12
2018.08.01	16:00:00	0.99136	0.99305	0.99121	0.99176	11491	0	12
2018.08.01	20:00:00	0.99176	0.99230	0.99040	0.99197	6694	0	5
2018.08.02	00:00:00	0.99195	0.99238	0.99075	0.99196	3116	0	7
2018.08.02	04:00:00	0.99196	0.99301	0.99160	0.99290	5175	0	12
2018.08.02	08:00:00	0.99291	0.99470	0.99229	0.99438	7922	0	12
2018.08.02	12:00:00	0.99439	0.99497	0.99285	0.99403	10704	0	12
2018.08.02	16:00:00	0.99403	0.99475	0.99334	0.99447	10467	0	12
2018.08.02	20:00:00	0.99447	0.99556	0.99398	0.99491	5650	0	6
2018.08.03	00:00:00	0.99491	0.99591	0.99297	0.99551	3287	0	9
2018.08.03	04:00:00	0.99552	0.99593	0.99524	0.99544	3069	0	8
2018.08.03	08:00:00	0.99543	0.99647	0.99472	0.99472	6412	0	9
2018.08.03	12:00:00	0.99472	0.99551	0.99304	0.99424	11311	0	12
2018.08.03	16:00:00	0.99424	0.99530	0.99204	0.99260	13057	0	12
2018.08.03	20:00:00	0.99260	0.99444	0.99260	0.99440	4504	0	12
2018.08.06	00:00:00	0.99292	0.99488	0.99201	0.99456	2067	0	7
2018.08.06	04:00:00	0.99456	0.99538	0.99414	0.99533	3583	0	8
2018.08.06	08:00:00	0.99533	0.99609	0.99491	0.99542	6178	0	12
2018.08.06	12:00:00	0.99542	0.99800	0.99486	0.99754	7422	0	12
2018.08.06	16:00:00	0.99754	0.99842	0.99581	0.99645	7449	0	12
2018.08.06	20:00:00	0.99645	0.99700	0.99616	0.99662	3754	0	8
2018.08.07	00:00:00	0.99629	0.99674	0.99569	0.99617	4685	0	9
2018.08.07	04:00:00	0.99617	0.99653	0.99598	0.99611	3306	0	9
2018.08.07	08:00:00	0.99610	0.99671	0.99512	0.99526	6645	0	7
2018.08.07	12:00:00	0.99526	0.99555	0.99300	0.99345	6576	0	12
2018.08.07	16:00:00	0.99345	0.99534	0.99344	0.99502	8046	0	12
2018.08.07	20:00:00	0.99501	0.99595	0.99483	0.99552	4544	0	8
2018.08.08	00:00:00	0.99537	0.99607	0.99494	0.99532	3178	0	8
2018.08.08	04:00:00	0.99532	0.99546	0.99372	0.99399	3962	0	7
2018.08.08	08:00:00	0.99399	0.99655	0.99378	0.99639	6547	0	9
2018.08.08	12:00:00	0.99639	0.99702	0.99504	0.99686	7841	0	12
2018.08.08	16:00:00	0.99686	0.99689	0.99378	0.99441	8685	0	12
2018.08.08	20:00:00	0.99440	0.99441	0.99274	0.99312	4166	0	9
2018.08.09	00:00:00	0.99306	0.99348	0.99192	0.99330	8919	0	4
2018.08.09	04:00:00	0.99329	0.99375	0.99237	0.99342	4092	0	8
2018.08.09	08:00:00	0.99343	0.99504	0.99308	0.99394	8630	0	12
2018.08.09	12:00:00	0.99394	0.99430	0.99192	0.99231	7368	0	12
2018.08.09	16:00:00	0.99231	0.99277	0.98941	0.99159	10749	0	12
2018.08.09	20:00:00	0.99160	0.99371	0.99154	0.99347	4785	0	10
2018.08.10	00:00:00	0.99340	0.99437	0.99092	0.99320	3961	0	10
2018.08.10	04:00:00	0.99320	0.99415	0.99310	0.99415	4646	0	8
2018.08.10	08:00:00	0.99415	0.99745	0.99347	0.99425	21023	0	12
2018.08.10	12:00:00	0.99425	0.99523	0.99332	0.99433	13623	0	12
2018.08.10	16:00:00	0.99433	0.99568	0.99281	0.99533	18287	0	12
2018.08.10	20:00:00	0.99534	0.99586	0.99466	0.99532	7764	0	12
2018.08.13	00:00:00	0.99325	0.99516	0.99242	0.99446	5460	0	12
2018.08.13	04:00:00	0.99446	0.99464	0.99262	0.99302	9843	0	12
2018.08.13	08:00:00	0.99302	0.99534	0.99203	0.99474	11933	0	12
2018.08.13	12:00:00	0.99474	0.99522	0.99385	0.99452	10269	0	12
2018.08.13	16:00:00	0.99452	0.99459	0.99304	0.99375	11333	0	12
2018.08.13	20:00:00	0.99375	0.99410	0.99288	0.99314	5774	0	12
2018.08.14	00:00:00	0.99287	0.99398	0.99070	0.99388	3198	0	10
2018.08.14	04:00:00	0.99388	0.99435	0.99345	0.99428	3768	0	12
2018.08.14	08:00:00	0.99428	0.99438	0.99090	0.99313	9131	0	12
2018.08.14	12:00:00	0.99313	0.99328	0.99004	0.99152	8698	0	12
2018.08.14	16:00:00	0.99154	0.99397	0.99010	0.99357	11745	0	12
2018.08.14	20:00:00	0.99357	0.99500	0.99344	0.99408	6671	0	6
2018.08.15	00:00:00	0.99397	0.99535	0.99255	0.99527	4028	0	8
2018.08.15	04:00:00	0.99528	0.99635	0.99523	0.99616	3336	0	10
2018.08.15	08:00:00	0.99616	0.99765	0.99576	0.99713	7351	0	12
2018.08.15	12:00:00	0.99714	0.99820	0.99635	0.99732	9731	0	12
2018.08.15	16:00:00	0.99732	0.99762	0.99355	0.99397	14242	0	12
2018.08.15	20:00:00	0.99397	0.99468	0.99255	0.99346	6478	0	12
2018.08.16	00:00:00	0.99330	0.99380	0.99319	0.99329	3689	0	7
2018.08.16	04:00:00	0.99329	0.99379	0.99210	0.99227	8615	0	9
2018.08.16	08:00:00	0.99227	0.99423	0.99151	0.99305	10504	0	12
2018.08.16	12:00:00	0.99305	0.99411	0.99242	0.99379	8089	0	12
2018.08.16	16:00:00	0.99379	0.99680	0.99266	0.99633	11948	0	12
2018.08.16	20:00:00	0.99633	0.99740	0.99593	0.99680	5676	0	8
2018.08.17	00:00:00	0.99670	0.99773	0.99540	0.99735	3901	0	6
2018.08.17	04:00:00	0.99735	0.99741	0.99634	0.99681	4556	0	7
2018.08.17	08:00:00	0.99680	0.99718	0.99457	0.99618	9305	0	4
2018.08.17	12:00:00	0.99618	0.99706	0.99427	0.99442	12567	0	5
2018.08.17	16:00:00	0.99441	0.99540	0.99323	0.99441	10726	0	12
2018.08.17	20:00:00	0.99441	0.99607	0.99419	0.99576	7184	0	7
2018.08.20	00:00:00	0.99492	0.99555	0.99336	0.99480	2797	0	8
2018.08.20	04:00:00	0.99479	0.99481	0.99424	0.99476	3485	0	9
2018.08.20	08:00:00	0.99475	0.99630	0.99452	0.99614	9476	0	12
2018.08.20	12:00:00	0.99614	0.99678	0.99425	0.99442	8612	0	12
2018.08.20	16:00:00	0.99442	0.99476	0.99263	0.99312	9465	0	12
2018.08.20	20:00:00	0.99312	0.99332	0.99100	0.99132	4254	0	11
2018.08.21	00:00:00	0.99147	0.99193	0.98721	0.98818	5235	0	7
2018.08.21	04:00:00	0.98817	0.98879	0.98787	0.98828	3894	0	9
2018.08.21	08:00:00	0.98828	0.98897	0.98675	0.98714	9279	0	12
2018.08.21	12:00:00	0.98713	0.98898	0.98666	0.98740	9099	0	12
2018.08.21	16:00:00	0.98741	0.98877	0.98565	0.98603	11313	0	12
2018.08.21	20:00:00	0.98603	0.98628	0.98423	0.98483	7490	0	7
2018.08.22	00:00:00	0.98460	0.98543	0.98361	0.98415	3028	0	5
2018.08.22	04:00:00	0.98414	0.98458	0.98367	0.98442	3211	0	8
2018.08.22	08:00:00	0.98442	0.98532	0.98365	0.98384	7531	0	12
2018.08.22	12:00:00	0.98385	0.98391	0.98076	0.98132	11456	0	12
2018.08.22	16:00:00	0.98132	0.98385	0.98077	0.98352	10457	0	12
2018.08.22	20:00:00	0.98351	0.98397	0.98170	0.98293	7034	0	8
2018.08.23	00:00:00	0.98318	0.98417	0.98255	0.98401	4076	0	4
2018.08.23	04:00:00	0.98401	0.98532	0.98395	0.98472	4657	0	12
2018.08.23	08:00:00	0.98472	0.98530	0.98285	0.98286	8036	0	4
2018.08.23	12:00:00	0.98286	0.98444	0.98214	0.98384	8686	0	12
2018.08.23	16:00:00	0.98383	0.98578	0.98376	0.98555	11096	0	12
2018.08.23	20:00:00	0.98556	0.98657	0.98546	0.98595	4698	0	8
2018.08.24	00:00:00	0.98505	0.98646	0.98354	0.98612	5013	0	9
2018.08.24	04:00:00	0.98611	0.98644	0.98550	0.98550	4347	0	8
2018.08.24	08:00:00	0.98550	0.98562	0.98428	0.98449	7737	0	12
2018.08.24	12:00:00	0.98449	0.98479	0.98319	0.98381	10596	0	12
2018.08.24	16:00:00	0.98380	0.98423	0.98104	0.98276	16098	0	7
2018.08.24	20:00:00	0.98275	0.98344	0.98203	0.98344	4617	0	7
2018.08.27	00:00:00	0.98381	0.98386	0.98174	0.98254	4411	0	10
2018.08.27	04:00:00	0.98253	0.98388	0.98234	0.98376	5069	0	12
2018.08.27	08:00:00	0.98376	0.98454	0.98289	0.98347	7335	0	12
2018.08.27	12:00:00	0.98347	0.98362	0.98202	0.98234	8530	0	12
2018.08.27	16:00:00	0.98233	0.98247	0.97897	0.97903	11709	0	12
2018.08.27	20:00:00	0.97903	0.97978	0.97870	0.97975	4163	0	7
2018.08.28	00:00:00	0.97977	0.97987	0.97911	0.97956	3502	0	9
2018.08.28	04:00:00	0.97955	0.98084	0.97951	0.98035	3991	0	7
2018.08.28	08:00:00	0.98034	0.98069	0.97644	0.97700	9098	0	12
2018.08.28	12:00:00	0.97701	0.97731	0.97513	0.97577	10637	0	12
2018.08.28	16:00:00	0.97577	0.97631	0.97445	0.97478	12094	0	12
2018.08.28	20:00:00	0.97480	0.97700	0.97450	0.97589	5945	0	5
2018.08.29	00:00:00	0.97593	0.97716	0.97538	0.97701	5275	0	8
2018.08.29	04:00:00	0.97701	0.97721	0.97635	0.97644	2302	0	8
2018.08.29	08:00:00	0.97644	0.97735	0.97605	0.97685	9851	0	12
2018.08.29	12:00:00	0.97685	0.97754	0.97520	0.97539	9945	0	12
2018.08.29	16:00:00	0.97539	0.97566	0.97077	0.97175	17635	0	12
2018.08.29	20:00:00	0.97177	0.97233	0.97015	0.97043	5151	0	12
2018.08.30	00:00:00	0.97036	0.97090	0.97012	0.97054	2752	0	10
2018.08.30	04:00:00	0.97054	0.97095	0.97025	0.97090	4043	0	9
2018.08.30	08:00:00	0.97090	0.97151	0.96855	0.96961	8567	0	12
2018.08.30	12:00:00	0.96961	0.97080	0.96942	0.97028	9942	0	12
2018.08.30	16:00:00	0.97028	0.97152	0.96990	0.97073	14582	0	12
2018.08.30	20:00:00	0.97073	0.97116	0.96865	0.96888	8414	0	12
2018.08.31	00:00:00	0.96887	0.96968	0.96810	0.96827	3543	0	9
2018.08.31	04:00:00	0.96827	0.96851	0.96761	0.96824	3291	0	8
2018.08.31	08:00:00	0.96824	0.96832	0.96514	0.96776	12725	0	12
2018.08.31	12:00:00	0.96776	0.96859	0.96591	0.96842	15699	0	12
2018.08.31	16:00:00	0.96842	0.97023	0.96582	0.96999	17040	0	12
2018.08.31	20:00:00	0.97001	0.97027	0.96854	0.96857	6390	0	7
2018.09.03	00:00:00	0.96893	0.97008	0.96876	0.96972	2397	0	10
2018.09.03	04:00:00	0.96972	0.97021	0.96960	0.96974	2960	0	6
2018.09.03	08:00:00	0.96972	0.97062	0.96836	0.97050	9165	0	8
2018.09.03	12:00:00	0.97051	0.97070	0.96930	0.97011	7700	0	12
2018.09.03	16:00:00	0.97012	0.97027	0.96826	0.96919	4363	0	7
2018.09.03	20:00:00	0.96920	0.96970	0.96839	0.96904	2735	0	7
2018.09.04	00:00:00	0.96897	0.96996	0.96872	0.96993	2030	0	10
2018.09.04	04:00:00	0.96993	0.97026	0.96972	0.96984	3322	0	8
2018.09.04	08:00:00	0.96983	0.97397	0.96919	0.97262	10809	0	12
2018.09.04	12:00:00	0.97262	0.97447	0.97243	0.97399	10804	0	12
2018.09.04	16:00:00	0.97399	0.97667	0.97388	0.97450	13374	0	12
2018.09.04	20:00:00	0.97452	0.97524	0.97400	0.97416	5904	0	10
2018.09.05	00:00:00	0.97425	0.97441	0.97293	0.97397	3382	0	8
2018.09.05	04:00:00	0.97397	0.97434	0.97289	0.97353	4784	0	8
2018.09.05	08:00:00	0.97352	0.97531	0.97285	0.97448	10301	0	12
2018.09.05	12:00:00	0.97447	0.97512	0.97344	0.97425	9804	0	12
2018.09.05	16:00:00	0.97424	0.97427	0.97079	0.97153	15890	0	4
2018.09.05	20:00:00	0.97153	0.97241	0.97141	0.97165	6164	0	5
2018.09.06	00:00:00	0.97147	0.97209	0.96944	0.96944	3995	0	5
2018.09.06	04:00:00	0.96944	0.97069	0.96930	0.97041	4051	0	12
2018.09.06	08:00:00	0.97041	0.97102	0.96896	0.96952	9564	0	12
2018.09.06	12:00:00	0.96951	0.97035	0.96760	0.96857	10249	0	12
2018.09.06	16:00:00	0.96857	0.96910	0.96645	0.96656	13357	0	12
2018.09.06	20:00:00	0.96656	0.96749	0.96498	0.96508	5840	0	9
2018.09.07	00:00:00	0.96498	0.96556	0.96479	0.96522	3358	0	7
2018.09.07	04:00:00	0.96522	0.96557	0.96486	0.96491	4187	0	8
